iter	Logloss
485	0.3144407768
486	0.3142931282
487	0.3140054604
488	0.3137035921
489	0.3135411036
490	0.3133231367
491	0.3131837569
492	0.3129614681
493	0.3128016477
494	0.3126242312
495	0.3123892194
496	0.3121433589
497	0.3120108367
498	0.3117625507
499	0.3115771961
500	0.3113515777
501	0.3111582409
502	0.3109359521
503	0.3106726718
504	0.3105122781
505	0.3101379968
506	0.3098469773
507	0.3096723612
508	0.3093173959
509	0.3090372251
510	0.308817891
511	0.3086246424
512	0.3083673598
513	0.3081484227
514	0.30797793
515	0.3077453437
516	0.3075117872
517	0.3074211606
518	0.3072374818
519	0.3070013234
520	0.3067755506
521	0.3066903043
522	0.306468677
523	0.3064145215
524	0.3060633047
525	0.3058414128
526	0.3055809109
527	0.3054512774
528	0.3052499363
529	0.3050414289
530	0.3047422508
531	0.3045079667
532	0.304178293
533	0.3039749234
534	0.3038691703
535	0.3037316207
536	0.3035244363
537	0.3033069985
538	0.3031036289
539	0.3029869829
540	0.302749744
541	0.3026506722
542	0.3024759017
543	0.3022429406
544	0.3019986456
545	0.3017648686
546	0.3016042544
547	0.3014601779
548	0.3012860028
549	0.3011497321
550	0.3009476855
551	0.300742221
552	0.3004253145
553	0.2999793257
554	0.2996127178
555	0.2993263289
556	0.2991102362
557	0.2988476615
558	0.2985966192
559	0.2983379915
560	0.2981357464
561	0.2980303902
562	0.2978101521
563	0.2976111484
564	0.2974989786
565	0.2971797789
566	0.2969700808
567	0.2967755753
568	0.2965579612
569	0.2962522121
570	0.2960136281
571	0.2957200949
572	0.2956159735
573	0.2953650414
574	0.2951104489
575	0.2948994058
576	0.2947242605
577	0.2944931736
578	0.2943281714
579	0.294132806
580	0.2939763152
581	0.2937778186
582	0.2936061131
583	0.2933120728
584	0.293124888
585	0.2929967538
586	0.2927679161
587	0.2925995623
588	0.2923382224
589	0.2921044234
590	0.2919341953
591	0.291793735
592	0.2915632656
593	0.2913319141
594	0.2909180305
595	0.2907642739
596	0.2905285565
597	0.2902546039
598	0.2900812226
599	0.289897169
600	0.2896781877
601	0.2895046962
602	0.2893514909
603	0.2890219054
604	0.2888553377
605	0.2884807697
606	0.2883491737
607	0.2881807537
608	0.2878416646
609	0.2877059892
610	0.2875815596
611	0.2873178383
612	0.2871478086
613	0.2868257203
614	0.2866928012
615	0.2863663028
616	0.2862292383
617	0.2860963854
618	0.2859184397
619	0.285708477
620	0.2853998173
621	0.2851721262
622	0.2850488652
623	0.2848269953
624	0.2845561077
625	0.2841771297
626	0.2839778613
627	0.2837519563
628	0.283596127
629	0.2833567934
630	0.2831838751
631	0.2830345286
632	0.2829186985
633	0.2828463957
634	0.2826252314
635	0.2825333259
636	0.2823713225
637	0.2821475343
638	0.2819941306
639	0.281792106
640	0.2816028705
641	0.2812774085
642	0.2810579642
643	0.2808375717
644	0.2806105862
645	0.2804804455
646	0.2802536364
647	0.2801939463
648	0.2800981378
649	0.2800282826
650	0.2797904483
651	0.2794789662
652	0.2792593234
653	0.2791753559
654	0.2790024598
655	0.2788523415
656	0.2785911119
657	0.2784221848
658	0.278170525
659	0.2780154675
660	0.2779057233
661	0.2777644031
662	0.2774640563
663	0.2773821836
664	0.2772341822
665	0.2769978253
666	0.2767074232
667	0.2766320995
668	0.2763713109
669	0.2761939165
670	0.2760692663
671	0.2758838676
672	0.275741952
673	0.2755973463
674	0.2753597987
675	0.2750345572
676	0.2747812878
677	0.2745860546
678	0.2744161132
679	0.2742181679
680	0.2740238829
681	0.2738739631
682	0.2736574735
683	0.273512515
684	0.2731600194
685	0.2729664621
686	0.272761174
687	0.2726246387
688	0.2724286559
689	0.2721991567
690	0.2720079808
691	0.2717796943
692	0.2714662497
693	0.2712721632
694	0.2711264991
695	0.2709439669
696	0.2708011252
697	0.2707081172
698	0.2705096647
699	0.2703433616
700	0.2702562189
701	0.2700489684
702	0.2698149709
703	0.2696143795
704	0.2693916277
705	0.2692599434
706	0.2691654801
707	0.2689994195
708	0.2688219148
709	0.2686980804
710	0.2685649188
711	0.2684742922
712	0.2683574258
713	0.268079019
714	0.2680033866
715	0.2676418944
716	0.2675943099
717	0.2673458033
718	0.2670816851
719	0.2668381178
720	0.2666462805
721	0.2665771969
722	0.26635396
723	0.2661384627
724	0.2658873542
725	0.2658313685
726	0.2657571473
727	0.2656939071
728	0.2655395772
729	0.2653491952
730	0.2651955048
731	0.2650451219
732	0.2647864281
733	0.2646362437
734	0.264411375
735	0.2642044332
736	0.2640283397
737	0.2639072396
738	0.2637326676
739	0.2634320783
740	0.2631996463
741	0.2629334555
742	0.2627449697
743	0.2624817336
744	0.2623863
745	0.262081499
746	0.2618975777
747	0.2617864223
748	0.2616354661
749	0.2615676395
750	0.2613553174
751	0.2611303164
752	0.2609597796
753	0.260683622
754	0.2605653664
755	0.2603253491
756	0.2601660139
757	0.2600969083
758	0.2598203758
759	0.2596682951
760	0.2595136786
761	0.2592889422
762	0.2590062577
763	0.2588789394
764	0.2587066827
765	0.2584308779
766	0.2583038903
767	0.2582626122
768	0.2581677299
769	0.2579513726
770	0.2578149696
771	0.2575792963
772	0.2573789255
773	0.2572790598
774	0.2570852158
775	0.2569502902
776	0.2567920354
777	0.2566334719
778	0.2565409269
779	0.256366399
780	0.2562172289
781	0.2560561075
782	0.2560306174
783	0.2559629231
784	0.2557120351
785	0.2555167358
786	0.2553929897
787	0.2552298618
788	0.254960231
789	0.2547946996
790	0.2546312189
791	0.2544297896
792	0.2542982157
793	0.2541719117
794	0.2540258066
795	0.253781688
796	0.2535717474
797	0.2534257966
798	0.2533232187
799	0.2529390809
800	0.2528238462
801	0.2526660985
802	0.2523520365
803	0.2521581484
804	0.2518940523
805	0.2517137031
806	0.251480742
807	0.2511746842
808	0.2510421841
809	0.2505730425
810	0.2504699795
811	0.2503709958
812	0.2501486188
813	0.2500493926
814	0.2499203985
815	0.2498065309
816	0.2496266448
817	0.2494391293
818	0.2493346551
819	0.2491189372
820	0.2489063064
821	0.2487445236
822	0.2485589485
823	0.2483887204
824	0.2482570582
825	0.2481132022
826	0.2479546608
827	0.2478171553
828	0.2475474584
829	0.2473304616
830	0.247179748
831	0.2469474043
832	0.2467100992
833	0.2466312916
834	0.2464926394
835	0.246328409
836	0.246115668
837	0.2460385141
838	0.2459384279
839	0.2457471859
840	0.2455415671
841	0.2453857598
842	0.2451956865
843	0.2450916533
844	0.2449228143
845	0.2448046469
846	0.2446663476
847	0.2444058236
848	0.2443075897
849	0.2441997859
850	0.2440669991
851	0.243872648
852	0.243687536
853	0.2435812978
854	0.2434097466
855	0.2432982164
856	0.2432274791
857	0.2431087825
858	0.2430597868
859	0.2429494251
860	0.2427834307
861	0.2427575437
862	0.242497615
863	0.2423575517
864	0.2420682521
865	0.2419432712
866	0.2418251258
867	0.2416355376
868	0.2414535126
869	0.2412932732
870	0.2411625372
871	0.2410603782
872	0.2409387489
873	0.2407942094
874	0.2406061426
875	0.2405107972
876	0.2404486596
877	0.2402986515
878	0.2401775514
879	0.2400496599
880	0.2399011072
881	0.2397657626
882	0.2396727986
883	0.2394609837
884	0.23936286
885	0.2392470299
886	0.2391713313
887	0.2390263287
888	0.2387994755
889	0.2386004498
890	0.2385157547
891	0.238408436
892	0.2382872697
893	0.2379658429
894	0.2379132309
895	0.2378031119
896	0.2376174706
897	0.2373626356
898	0.2371677774
899	0.2370143075
900	0.2368840124
901	0.2367926581
902	0.2366292215
903	0.2364340104
904	0.2362606291
905	0.2361574118
906	0.2360561349
907	0.2359313965
908	0.2356920849
909	0.2356039058
910	0.2355385929
911	0.2353527091
912	0.2352827656
913	0.2351567483
914	0.2350162219
915	0.2348611203
916	0.2347318616
917	0.2346452922
918	0.2345544672
919	0.2343585064
920	0.2342158852
921	0.234014897
922	0.2338614712
923	0.2337393347
924	0.2335933399
925	0.233434203
926	0.2332313185
927	0.23314863
928	0.2329940796
929	0.2328937288
930	0.23269865
931	0.2326754972
932	0.232415745
933	0.2323196279
934	0.2322004903
935	0.2319035833
936	0.2317577428
937	0.2315638548
938	0.23148895
939	0.2312098376
940	0.2310612629
941	0.2308466255
942	0.2306871139
943	0.2305843375
944	0.2304302502
945	0.2303148391
946	0.2301790756
947	0.2300037979
948	0.2298707025
949	0.2297623474
950	0.2296098478
951	0.2294031264
952	0.2293038341
953	0.2291832191
954	0.2291569572
955	0.2289648993
956	0.228723074
957	0.2284754715
958	0.2283371721
959	0.2282715285
960	0.2282532708
961	0.2281287309
962	0.2279385473
963	0.2278087814
964	0.2277825857
965	0.2276751568
966	0.2275369898
967	0.2273563098
968	0.2272387378
969	0.2272085289
970	0.2270687522
971	0.2269722602
972	0.2269035295
973	0.2268842576
974	0.2267275242
975	0.2265639112
976	0.2263606077
977	0.22616952
978	0.2259422699
979	0.2256863544
980	0.225528717
981	0.2254013106
982	0.2251919873
983	0.2251105998
984	0.2249315295
985	0.2246767606
986	0.2246363204
987	0.2245536319
988	0.2244715167
989	0.2243099543
990	0.224115052
991	0.2239958041
992	0.2238328085
993	0.2237912437
994	0.2236883792
995	0.2235484923
996	0.2234795852
997	0.2232611551
998	0.2231603854
999	0.2230623499
